Ticker,Debt/Capital Last Year (%),% Assets in Top 10 Holdings,3-year Annualized Return vs. S&P500,Outperform / Underperform
SLGAX,45.81,18.21,-2.81,0
USPRX,46.02,29.12,2.7899999999999987,1
CTSOX,31.86,23.45,17.45,1
PBCJX,46.28,55.8,9.52,1
RMFEX,48.98,23.07,-4.760000000000002,0
IAUTX,50.29,27.9,-8.05,0
TRVRX,44.71,17.82,-10.15,0
GTMTX,35.32,18.49,13.61,1
DTSVX,39.21,10.85,-10.32,0
GSATX,39.66,8.51,-7.4700000000000015,0
MAPLX,35.97,53.17,17.2,1
FDGKX,48.05,24.33,-4.830000000000001,0
IHGIX,46.77,29.96,-3.9600000000000013,0
SGRAX,36.95,39.93,12.59,1
VDEQX,43.3,100.0,4.74,1
EIVFX,46.08,32.42,-4.460000000000001,0
RVFCX,26.47,22.64,-11.19,0
AMDRX,48.49,18.37,-10.5,0
HDGYX,46.77,29.96,-3.3000000000000007,0
MADSX,35.97,53.17,17.56,1
SRFMX,41.6,46.09,2.8100000000000005,1
TASZX,27.5,51.64,-9.2,0
ZSCIX,32.21,19.62,-9.36,0
EILGX,43.22,55.26,9.31,1
BRGIX,45.21,48.14,3.370000000000001,1
MEPAX,38.64,25.44,-10.5,0
IVKSX,45.74,25.71,-9.71,0
BUFOX,35.88,25.28,12.78,1
UIGIX,43.7,27.14,-3.6000000000000005,0
DCUTX,48.75,26.01,-11.43,0
ESGHX,44.08,36.93,-6.300000000000002,0
PFVCX,44.13,24.39,-8.55,0
GIFFX,46.66,25.17,-8.55,0
JSCVX,34.52,21.54,-10.2,0
HSMCX,34.38,16.59,12.56,1
PPNPX,34.18,11.43,10.16,1
PNSBX,36.33,19.06,11.830000000000002,1
PRDMX,39.65,13.11,7.709999999999997,1
ESGKX,44.08,36.93,-5.960000000000001,0
BMVIX,44.0,29.8,-10.91,0
MRCEX,48.22,30.57,5.059999999999999,1
GCMCX,43.96,16.66,-5.410000000000001,0
LVOFX,39.31,19.9,-3.4200000000000013,0
NVSCX,39.82,14.14,3.4000000000000004,1
NQVAX,47.55,27.82,-8.15,0
SGPSX,33.25,10.37,-2.99,0
ACLAX,41.78,20.7,-8.34,0
CMVYX,46.28,27.66,-4.65,0
AFPIX,57.53,45.97,-14.9,0
JSGZX,32.5,15.75,14.91,1
SWTSX,44.58,22.17,2.6099999999999994,1
JDSAX,34.52,21.54,-10.71,0
MMANX,45.27,47.71,11.139999999999995,1
ACGLX,46.66,25.17,-9.91,0
VYSVX,39.18,8.74,-8.040000000000001,0
PAGRX,40.46,57.43,2.729999999999998,1
ALSAX,33.58,27.1,17.169999999999998,1
CSGEX,34.71,8.87,8.77,1
ANDGX,44.5,46.09,6.479999999999998,1
AUSAX,31.31,18.51,5.8900000000000015,1
MUESX,44.87,33.95,-2.180000000000001,0
EGWAX,33.42,19.51,17.369999999999994,1
TSPTX,32.35,34.88,5.079999999999998,1
LMLSX,51.22,34.04,-5.41,0
BMGGX,37.34,21.29,3.84,1
VYSCX,41.19,12.06,-3.1800000000000006,0
SPMAX,44.28,27.41,-7.940000000000001,0
DTCYX,46.03,47.0,4.57,1
NOANX,49.15,31.65,-5.2700000000000005,0
GSPQX,46.06,-7.58,-4.010000000000002,0
BPAIX,42.95,20.13,-7.23,0
LMBJX,49.12,34.05,-5.340000000000002,0
MPDRX,41.38,42.68,4.07,1
TVAFX,42.37,47.28,-4.070000000000001,0
PLBEX,40.27,41.37,4.3599999999999985,1
ALPCX,40.99,40.88,-8.63,0
GGOTX,44.24,21.52,9.07,1
NBRRX,50.65,31.29,-13.87,0
TRLUX,49.22,25.99,-6.330000000000001,0
CSCAX,45.7,45.1,-11.45,0
JVMRX,46.18,14.88,-6.66,0
AOFCX,29.73,32.41,15.999999999999995,1
GSGRX,46.54,26.81,-6.250000000000001,0
FDSTX,58.82,35.32,-13.78,0
PPQPX,36.97,17.86,6.420000000000003,1
FIUSX,45.51,19.03,-9.35,0
MCBVX,43.82,11.35,-7.330000000000001,0
VGINX,46.29,21.31,-5.030000000000001,0
ICEQX,47.41,37.09,2.0699999999999985,1
ARMPX,39.89,22.58,12.29,1
STRBX,45.67,10.98,-10.8,0
ARTMX,31.15,29.57,13.55,1
TRACX,42.61,9.06,-14.25,0
JHLVX,48.09,53.97,-2.1500000000000004,0
JOPPX,38.0,17.35,-5.830000000000001,0
SMFYX,36.36,18.81,8.920000000000002,1
JHMSX,40.42,30.87,17.569999999999997,1
OAYLX,46.15,60.95,-11.57,0
PLCIX,45.13,48.25,6.649999999999999,1
RYPFX,29.55,10.14,-2.3600000000000003,0
TOPHX,41.64,35.99,-7.8900000000000015,0
GSMCX,43.96,16.66,-3.0500000000000016,0
MVCKX,43.82,11.35,-4.990000000000001,0
FGROX,35.1,21.36,6.199999999999998,1
VTCLX,45.1,24.41,2.6899999999999995,1
CRRRX,43.46,13.42,-6.0600000000000005,0
DPDEX,47.78,32.31,-7.85,0
FDEQX,41.45,30.82,2.0799999999999983,1
DTSGX,33.0,22.06,3.2899999999999987,1
TVCFX,42.37,47.28,-5.750000000000001,0
JSCZX,40.14,8.52,-2.9700000000000006,0
ELCSX,44.18,25.15,-12.18,0
PYVAX,52.89,21.59,-6.230000000000001,0
BBISX,51.25,19.08,-10.19,0
MPEGX,37.12,44.11,45.71000000000001,1
JSPIX,46.16,51.28,6.3599999999999985,1
HWSCX,39.9,38.2,-11.74,0
DUGAX,45.82,51.77,5.59,1
WWSYX,36.49,20.81,-6.290000000000001,0
PGIVX,52.34,40.43,-6.380000000000001,0
IVOAX,49.91,29.95,-3.6800000000000015,0
VLIFX,33.54,46.59,4.5600000000000005,1
PMAPX,40.46,9.38,-2.0700000000000003,0
ARZMX,42.2,33.35,-4.320000000000001,0
RSPYX,44.5,26.38,-6.23,0
RICAX,45.93,34.18,-4.48,0
JRARX,43.02,49.6,5.870000000000001,1
PSKCX,40.67,33.23,17.979999999999997,1
MRFOX,52.04,56.37,2.8100000000000005,1
TISCX,46.58,21.51,2.4499999999999997,1
TWQIX,43.71,32.52,-9.55,0
PGBFX,46.28,55.8,9.34,1
TRCPX,47.1,25.24,-8.21,0
IVGSX,45.97,25.93,-9.44,0
WPGTX,39.98,22.43,-11.19,0
NMCCX,45.01,25.87,2.7300000000000004,1
GENIX,46.47,11.17,-13.86,0
ACGCX,48.89,16.49,-5.8500000000000005,0
RSPMX,44.5,26.38,-6.260000000000002,0
DHSYX,44.13,38.45,-9.98,0
IMSCX,58.28,36.79,-5.050000000000002,0
QDVIX,57.36,46.11,-7.540000000000001,0
ROFCX,45.19,9.5,-2.370000000000001,0
JIBCX,36.48,48.03,6.52,1
CMJIX,41.33,5.57,2.17,1
MGRSX,45.27,47.71,12.46,1
FBPEX,46.77,29.85,-8.530000000000001,0
MGOAX,44.46,17.5,-3.7500000000000013,0
DSGDX,33.53,40.7,25.390000000000004,1
LMBEX,49.12,34.05,-4.620000000000001,0
FDYZX,36.66,28.08,16.78,1
PCRSX,39.91,35.21,7.690000000000001,1
FVLIX,39.21,37.25,-11.08,0
WEMIX,34.62,25.22,15.52,1
HLGEX,40.57,16.57,12.02,1
RSINX,44.34,52.89,-7.670000000000001,0
PZIMX,46.44,35.47,-9.39,0
MMAAX,45.27,47.71,11.43,1
WTLVX,39.05,25.3,-5.060000000000001,0
MMQYX,39.07,16.88,-6.280000000000001,0
WFLLX,44.69,30.7,-4.82,0
VFTAX,45.19,30.13,4.499999999999998,1
OLVAX,50.48,29.58,-6.7200000000000015,0
HOVLX,44.92,40.08,-4.050000000000002,0
PSMJX,40.45,13.19,-8.47,0
CVVRX,31.89,10.49,-7.760000000000002,0
VAFRX,40.93,44.36,8.16,1
VYSYX,41.19,12.06,-5.760000000000002,0
DSCYX,43.79,19.55,-4.780000000000001,0
VHDPX,46.09,14.05,-3.6800000000000006,0
GSSIX,38.48,10.33,-7.98,0
PIODX,48.07,43.43,3.25,1
TQSIX,40.43,6.02,-2.53,0
SCRSX,37.45,6.9,-4.7,0
PFOIX,42.07,14.53,-4.99,0
BMSDX,40.47,16.5,-5.590000000000002,0
EQTIX,49.51,20.72,-5.7,0
IRUIX,36.53,14.17,-6.84,0
KLCKX,38.61,32.51,5.469999999999999,1
MXKJX,44.34,11.17,-9.69,0
STMGX,36.36,18.81,8.34,1
OISVX,47.92,20.1,-8.9,0
TLGYX,33.54,64.34,4.69,1
MVPFX,39.93,37.45,-2.5,0
CUSIX,34.22,39.85,-3.61,0
TCVYX,45.65,21.45,-7.540000000000001,0
SLASX,35.13,52.64,-4.600000000000001,0
ECSTX,40.66,27.78,-6.74,0
AVUYX,42.43,26.33,-6.73,0
HSZAX,53.93,23.73,-31.71,0
VNVYX,44.96,27.34,-6.11,0
RTSGX,32.35,34.88,5.1400000000000015,1
FSCTX,39.59,16.24,-2.900000000000001,0
MXLGX,43.28,38.85,10.61,1
JAPSX,42.02,28.02,-7.260000000000002,0
SMFCX,36.36,18.81,6.699999999999998,1
NESIX,30.66,41.05,28.680000000000003,1
MMELX,45.21,17.04,3.53,1
VSGAX,36.64,7.35,8.939999999999998,1
GSCTX,39.66,8.51,-8.99,0
BCIFX,44.08,84.94,-11.94,0
WESCX,37.3,26.66,-3.5200000000000014,0
DFDIX,35.43,39.08,23.1,1
TVLAX,46.62,30.8,-6.44,0
BIAWX,41.05,39.02,10.61,1
FISEX,50.01,29.77,-4.98,0
NDVTX,44.04,15.25,-4.160000000000001,0
GTLLX,43.82,28.53,2.0799999999999983,1
DGYGX,40.73,45.44,3.3099999999999987,1
SMLKX,36.14,6.02,-3.08,0
QBLVX,47.74,22.73,-8.8,0
MSGUX,34.43,51.16,25.960000000000004,1
BMCCX,43.46,42.44,5.059999999999999,1
JMGZX,40.57,16.57,10.760000000000002,1
PSMVX,40.45,13.19,-7.460000000000001,0
FSMAX,39.75,13.49,5.169999999999998,1
GLSCX,39.96,32.09,-7.23,0
PLKGX,36.33,19.06,14.439999999999998,1
TSVRX,42.61,9.06,-12.55,0
LRSOX,41.39,20.79,-8.350000000000001,0
DADGX,32.13,13.51,13.68,1
AVASX,48.12,21.82,-8.14,0
APSRX,39.25,25.36,7.68,1
FDTTX,50.9,37.79,-3.7200000000000006,0
POAGX,36.17,27.62,2.969999999999999,1
TMLCX,47.82,19.2,-2.71,0
TVLYX,46.62,30.8,-5.880000000000001,0
CRMAX,44.74,35.69,-2.1900000000000013,0
LGNGX,45.84,39.86,7.130000000000003,1
RVVHX,26.47,22.64,-8.64,0
SCSMX,39.97,25.79,11.139999999999995,1
DGMMX,35.3,21.73,-10.97,0
LGLUX,37.03,33.77,20.24,1
VSFIX,43.2,18.19,-8.240000000000002,0
EPLTX,51.58,18.13,-8.010000000000002,0
JPGSX,46.87,43.29,3.82,1
FEIRX,48.13,22.54,-8.120000000000001,0
CQURX,47.11,45.88,4.459999999999999,1
IVITX,45.97,25.93,-9.72,0
JSCCX,39.03,19.37,-9.330000000000002,0
SBPYX,39.97,25.79,13.38,1
MRFGX,43.72,44.66,7.9899999999999975,1
AMFFX,48.98,23.07,-4.800000000000002,0
HWSZX,39.9,38.2,-9.34,0
FDYNX,36.66,28.08,14.509999999999998,1
ACIZX,39.22,52.25,9.669999999999998,1
QUAYX,27.6,16.1,17.49,1
SCRZX,37.45,6.9,-4.1400000000000015,0
FFAFX,41.62,35.89,7.1400000000000015,1
JENSX,47.07,54.58,2.18,1
JAMCX,44.33,15.45,-8.450000000000001,0
ECFGX,39.76,48.01,7.469999999999999,1
HCAIX,39.07,45.29,11.61,1
LCEAX,49.75,28.22,-6.8900000000000015,0
JDVNX,43.73,26.16,-8.280000000000001,0
ATGAX,53.6,18.76,-4.280000000000001,0
HRSRX,40.08,28.17,12.669999999999998,1
ESGJX,44.08,36.93,-7.32,0
FWMMX,46.39,30.64,-2.7700000000000005,0
GTSFX,39.16,14.9,10.27,1
GSMAX,35.32,18.49,13.05,1
ACARX,39.22,52.25,7.98,1
JMGMX,40.57,16.57,12.44,1
VCGAX,45.09,22.45,2.35,1
DNLDX,44.1,12.11,-9.2,0
FBCVX,39.21,36.89,-10.39,0
FMCVX,31.62,22.13,-8.07,0
UANQX,41.36,50.79,13.69,1
WWSIX,37.3,26.66,-2.99,0
SWDSX,48.89,19.65,-10.41,0
BSCFX,41.48,27.7,7.16,1
TLOTX,46.19,21.73,-7.940000000000001,0
VVERX,38.54,40.16,-8.77,0
PSVIX,36.95,21.61,-12.82,0
JMEZX,40.22,5.28,-5.6000000000000005,0
JAPIX,42.02,28.02,-6.98,0
IDAAX,47.12,17.58,-3.110000000000001,0
ADGCX,33.79,34.98,-2.5,0
MPDGX,41.38,42.68,4.59,1
APHQX,43.26,30.97,-8.05,0
FVDFX,41.5,24.27,-5.300000000000002,0
JDSNX,34.52,21.54,-9.72,0
ADCVX,44.59,47.66,3.799999999999999,1
NGUAX,38.26,31.64,6.439999999999998,1
EQNIX,45.21,33.97,-3.6800000000000006,0
NSCCX,34.41,28.72,-11.830000000000002,0
BTMFX,41.4,18.18,-2.3500000000000014,0
AVUDX,42.43,26.33,-6.73,0
PEQIX,44.62,20.15,-7.850000000000001,0
LGNHX,45.84,39.86,6.6099999999999985,1
CTSIX,31.86,23.45,16.75,1
BOYAX,52.15,44.9,-8.170000000000002,0
MFUAX,47.16,19.97,-9.53,0
MFEHX,40.32,43.55,8.09,1
AMLCX,46.03,53.49,-9.95,0
PSCRX,41.64,15.3,-10.02,0
VIGRX,43.34,45.19,10.259999999999998,1
IRLCX,45.64,32.42,2.49,1
PCMSX,40.77,13.97,-4.78,0
DFZRX,35.43,39.08,23.27,1
DCCAX,37.61,13.82,-2.6100000000000008,0
GSFTX,48.58,26.47,-2.6,0
GGEYX,43.4,35.4,8.129999999999999,1
SASCX,36.92,9.58,-5.9,0
GPSCX,43.24,38.97,8.04,1
MFVAX,51.41,37.72,-3.240000000000001,0
RFNCX,43.92,23.69,-2.51,0
EFCIX,41.75,40.42,11.65,1
