Ticker,Dividend Yield (%),Price/Earnings,Price/Cash Flow,Average Market Cap ($ mil),3-year Annualized Return vs. S&P500,Outperform / Underperform
GETGX,0.78,17.29,10.62,12107,-4.950000000000001,0
HWMCX,0.26,10.96,4.81,6389,-16.200000000000006,0
MDFGX,1.93,38.48,27.29,228991,8.579999999999998,1
NBGNX,1.32,29.6,21.46,6324,3.09,1
VMCVX,0.62,16.21,10.99,9384,-7.340000000000002,0
EXEYX,1.44,24.2,14.81,82467,2.8299999999999983,1
BUIOX,2.07,25.95,12.95,1288,13.259999999999998,1
VITPX,1.3,22.25,15.87,99968,2.76,1
VAFNX,1.96,31.89,20.63,154246,9.38,1
WSGRX,1.61,30.87,17.12,4520,6.120000000000001,1
ATHDX,1.92,36.07,27.11,22882,9.740000000000002,1
LSMIX,1.55,30.87,22.6,7617,5.829999999999997,1
JACCX,1.91,40.86,27.41,233213,8.23,1
RSPFX,0.63,13.43,6.42,3106,-6.900000000000001,0
TGVOX,0.46,14.66,9.22,9199,-9.99,0
CSSSX,1.54,26.75,17.7,3188,6.18,1
HFCGX,0.68,14.17,7.04,4554,-7.420000000000001,0
WEHIX,0.81,23.73,9.14,8720,-5.010000000000002,0
TRLWX,0.58,17.7,13.43,107843,-7.030000000000001,0
TADCX,1.88,31.12,23.75,207236,8.059999999999999,1
BRWRX,1.46,26.87,19.2,220975,3.34,1
USSPX,1.31,23.26,17.14,181497,2.5699999999999985,1
EKOAX,2.05,37.92,25.7,112911,9.499999999999996,1
AEUDX,0.63,18.44,13.07,81529,-5.530000000000001,0
DOPIX,0.75,18.0,9.08,3259,-5.040000000000001,0
RGAAX,1.6,28.98,21.3,144040,4.9700000000000015,1
WSMNX,1.65,29.41,22.12,8288,6.149999999999999,1
OPMIX,0.9,21.23,12.48,17004,-2.99,0
FTGRX,1.01,19.01,13.34,181538,-2.4400000000000013,0
FCBSX,0.35,15.25,10.58,35255,-11.760000000000002,0
OIEJX,0.78,18.57,13.89,90410,-4.5600000000000005,0
LZFIX,0.68,13.0,7.79,22585,-7.240000000000001,0
FAVTX,0.63,14.36,9.43,50851,-6.770000000000001,0
DUSLX,1.41,23.53,18.17,171737,3.26,1
BARUX,1.88,46.58,32.63,24121,7.599999999999998,1
HAREX,1.78,33.18,25.1,24700,5.810000000000002,1
MSAVX,0.54,16.47,8.51,8462,-9.7,0
TBDQX,1.89,30.92,22.81,235919,8.5,1
ASCRX,0.72,16.28,7.73,2529,-5.620000000000001,0
EKJFX,1.98,40.83,27.43,98404,9.670000000000002,1
FKMCX,0.94,15.56,10.7,8806,-2.620000000000001,0
FIVUX,0.52,15.96,11.3,12438,-8.770000000000001,0
DCUUX,0.29,11.76,9.32,47045,-10.66,0
RMFAX,0.64,18.18,12.53,101581,-6.350000000000001,0
SENAX,2.28,52.91,29.36,29536,13.39,1
CRMMX,0.87,17.32,11.33,7437,-3.8300000000000014,0
MGPSX,0.87,21.59,14.21,6271,-4.870000000000001,0
MVTRX,0.73,13.7,7.91,12508,-5.280000000000001,0
PNSAX,2.14,32.47,22.75,4762,13.53,1
BSMNX,0.2,17.51,13.09,6867,-11.48,0
BSPGX,1.26,22.62,16.5,176775,2.1399999999999992,1
VSIAX,0.65,13.77,8.13,4597,-5.400000000000001,0
ALVOX,1.94,31.15,23.61,269664,9.81,1
PSLGX,1.7,25.09,19.94,129886,7.079999999999997,1
EAMCX,1.91,39.11,29.43,21470,8.580000000000002,1
TSLAX,0.46,13.41,6.05,2061,-9.75,0
WSMVX,0.37,13.34,7.07,2016,-9.82,0
FPCGX,0.93,21.34,15.45,67888,-3.5500000000000007,0
MMQIX,0.75,16.97,9.44,2456,-5.8900000000000015,0
CGRYX,0.59,13.82,6.62,63265,-8.040000000000001,0
CBSAX,1.69,32.22,26.56,18646,6.68,1
BIAUX,0.3,15.56,9.78,2352,-10.3,0
FGSIX,1.68,30.91,18.92,16477,5.210000000000001,1
MFEIX,1.87,36.42,27.71,226023,8.629999999999999,1
TWEAX,0.58,18.44,13.07,81529,-6.750000000000001,0
FFICX,0.95,20.09,14.57,165629,-2.2300000000000004,0
VEVRX,0.83,17.29,10.62,12107,-3.820000000000001,0
AGFRX,1.83,35.63,26.8,77805,7.550000000000002,1
CAAPX,0.64,14.29,10.69,12220,-7.08,0
DPLGX,1.77,49.78,29.04,141606,6.32,1
RGABX,1.6,28.98,21.3,144040,4.9700000000000015,1
DRMAX,2.08,36.44,26.15,17283,12.0,1
JCNIX,1.75,22.7,16.71,19870,6.219999999999999,1
STMFX,1.74,35.52,25.59,226787,5.079999999999998,1
RTDCX,0.97,19.3,13.54,103047,-3.28,0
WHGCX,0.49,17.67,10.42,2124,-8.33,0
SPFCX,2.46,62.97,34.48,221489,13.79,1
EPGAX,1.97,27.85,23.38,142943,10.84,1
UIVAX,0.41,14.88,10.11,45855,-10.07,0
FFGRX,1.52,22.02,16.32,3136,5.429999999999998,1
SESGX,0.95,21.71,17.51,160684,-2.7700000000000014,0
SPVZX,0.13,12.24,5.98,11316,-14.3,0
HISGX,1.79,25.5,17.12,5089,7.4899999999999975,1
HSLIX,1.55,23.53,15.83,3893,4.5,1
ASCZX,2.4,39.81,24.03,8092,18.0,1
VAMGX,1.41,20.79,13.9,7498,2.8099999999999987,1
BRSPX,0.74,15.93,8.75,3031,-5.460000000000001,0
ACFDX,2.71,45.28,28.94,97420,19.93,1
VSSGX,2.13,33.45,26.08,9043,13.56,1
UBVUX,0.61,13.01,7.19,2796,-7.9300000000000015,0
JVLAX,0.5,15.12,9.83,59415,-9.04,0
FTVSX,0.79,15.16,9.4,11300,-5.030000000000001,0
JIEMX,0.58,15.74,10.38,54510,-7.52,0
TRLCX,0.54,17.7,13.43,107843,-8.4,0
MSGRX,1.48,20.83,8.9,1555,4.8100000000000005,1
AFAZX,0.78,13.45,9.64,32504,-5.4700000000000015,0
EITVX,0.85,19.22,15.16,97863,-4.080000000000001,0
DMVYX,0.88,18.08,10.44,2763,-2.470000000000001,0
JCVIX,0.44,11.39,5.84,25171,-12.41,0
FMILX,0.78,15.95,9.98,33806,-5.070000000000001,0
CHRRX,0.91,21.15,15.16,165392,-3.2100000000000013,0
GQLIX,1.37,24.22,17.96,216933,3.049999999999999,1
SPWAX,1.8,33.0,22.01,4256,8.11,1
WSGAX,1.63,30.87,17.12,4520,6.800000000000002,1
OPTIX,1.77,32.01,18.38,112035,7.309999999999999,1
FMEFX,1.84,26.69,25.39,18293,7.57,1
BAFFX,1.44,24.19,17.62,169287,3.1499999999999986,1
AOFYX,2.45,55.04,35.89,6313,18.49,1
ECCVX,0.65,15.68,9.76,13303,-7.4300000000000015,0
GBSPX,0.78,23.0,16.76,3332,-4.340000000000002,0
PZISX,0.64,13.5,5.03,1878,-8.84,0
LVOPX,0.79,19.47,15.3,6988,-4.170000000000001,0
RGWCX,1.5,35.24,25.16,176358,2.49,1
GSMYX,2.14,35.85,27.15,9332,13.79,1
RLISX,0.94,16.75,11.75,90894,-2.8100000000000005,0
FMEIX,0.93,18.47,13.1,15316,-2.67,0
EICIX,0.59,13.69,7.81,44744,-6.3100000000000005,0
JMVCX,0.41,17.7,11.1,10030,-9.84,0
AUIYX,0.68,18.02,13.36,125398,-5.8500000000000005,0
RCKSX,0.98,14.45,13.02,19806,-4.420000000000001,0
PMVAX,1.88,31.73,21.31,21639,10.38,1
SBLYX,1.69,27.29,22.82,202379,5.880000000000003,1
FDECX,0.82,16.13,11.33,98673,-5.710000000000001,0
JVACX,0.48,15.58,9.78,42966,-9.46,0
MFEGX,1.85,36.42,27.71,226023,8.099999999999998,1
ADRRX,1.47,34.06,24.5,217864,3.26,1
KCSVX,0.76,11.59,9.12,2465,-5.8500000000000005,0
PCBIX,1.47,23.06,20.49,22908,2.6099999999999994,1
TSFIX,0.86,8.0,12.8,3653,-4.08,0
LBDRX,0.45,14.44,10.33,73939,-9.43,0
FZAGX,0.6,13.51,9.68,45645,-6.82,0
LVOYX,0.82,19.47,15.3,6988,-3.2300000000000004,0
FZACX,1.36,24.98,19.22,142746,2.4699999999999993,1
SAMVX,0.74,18.73,16.46,21513,-5.7700000000000005,0
NVLIX,1.96,41.29,30.08,254441,8.91,1
CDIRX,0.84,18.78,14.28,120837,-3.65,0
FALAX,0.9,16.11,11.34,97490,-3.6700000000000013,0
SUSIX,1.42,23.03,18.26,178750,3.67,1
CMLIX,1.74,30.4,23.15,205981,7.09,1
SINOX,0.67,18.54,14.04,95714,-7.620000000000001,0
KLCSX,1.77,38.33,23.76,91489,6.969999999999999,1
DLCEX,1.0,20.3,16.16,112316,-2.1700000000000017,0
IYVCX,0.62,14.59,8.88,48303,-9.33,0
BFTUX,2.18,54.12,32.57,113326,12.56,1
GFVIX,0.84,23.39,17.73,105210,-4.25,0
LBSAX,0.86,18.78,14.28,120837,-3.1300000000000012,0
IEDAX,0.69,17.73,12.47,53678,-6.73,0
ATGYX,0.91,20.79,15.93,17256,-3.660000000000001,0
PMCKX,0.36,17.34,11.29,15331,-10.13,0
IHSVX,2.27,27.15,15.79,4595,15.330000000000002,1
FTRNX,2.02,36.79,27.61,153388,10.73,1
SSSFX,0.75,18.05,7.22,2989,-5.380000000000001,0
GFAFX,1.66,28.98,21.3,144040,6.549999999999998,1
CSVRX,0.48,13.68,6.67,1315,-8.780000000000001,0
TGDFX,0.55,14.71,9.62,59604,-8.07,0
TILPX,1.93,33.88,25.41,193993,10.009999999999998,1
AMREX,-0.23,9.5,23.35,4274,-23.520000000000003,0
PGORX,1.97,36.19,25.46,320423,9.75,1
PHASX,1.71,33.53,26.49,21035,5.099999999999998,1
AGSCX,2.3,39.81,24.03,8092,15.38,1
ARSIX,0.81,4.67,7.46,2162,-4.500000000000001,0
TEGAX,1.75,26.82,22.74,23121,5.57,1
JVTAX,1.55,28.41,16.89,4014,4.690000000000001,1
OTCJX,1.94,39.11,29.43,21470,9.16,1
FAFGX,1.67,28.98,21.3,144040,7.07,1
NMVZX,0.83,15.93,18.92,10060,-2.290000000000001,0
GGOUX,1.9,33.62,27.01,23307,9.29,1
HIGRX,0.76,20.6,16.07,153772,-4.75,0
HAITX,1.38,23.16,19.29,161048,3.3699999999999988,1
POLRX,2.02,33.88,26.9,227729,9.849999999999998,1
ALVSX,0.68,18.22,14.03,94888,-6.19,0
RDCCX,0.37,15.47,10.08,61757,-11.19,0
CVFCX,0.63,18.96,14.7,79485,-7.86,0
FGIUX,0.76,16.3,11.73,95510,-6.09,0
GILGX,1.31,19.33,12.93,72457,2.5599999999999987,1
LSHUX,1.21,16.85,11.57,4115,-2.6500000000000004,0
MSGAX,1.44,20.83,8.9,1555,3.93,1
URISX,0.58,17.39,12.17,53718,-6.65,0
LMCYX,0.46,16.67,11.75,11132,-8.21,0
CHCLX,2.05,35.66,24.79,9057,12.04,1
DDVCX,0.51,14.09,10.36,71963,-9.95,0
RPFFX,1.02,23.15,17.83,4361,-2.670000000000001,0
ESPRX,0.6,15.1,9.18,2144,-6.2700000000000005,0
CVQTX,0.43,15.47,10.08,61757,-9.68,0
NRINX,1.32,18.92,9.48,3410,2.7399999999999984,1
ACLWX,1.96,36.03,27.1,22869,10.9,1
NWCCX,1.87,41.29,30.08,254441,6.709999999999997,1
FFMGX,1.98,31.32,24.67,25288,11.75,1
LDFOX,0.59,16.15,12.81,64834,-7.0,0
ELGAX,2.04,34.31,29.94,114551,8.479999999999997,1
SVFDX,0.76,15.95,9.87,60200,-4.32,0
CMLAX,0.7,18.18,12.53,101581,-4.78,0
GAGVX,1.36,24.83,19.28,179767,2.8999999999999986,1
TWCCX,2.09,38.1,25.99,304076,10.46,1
IRVAX,0.59,18.08,12.71,138564,-7.4700000000000015,0
ABVAX,0.26,16.39,11.38,49754,-11.5,0
FEAMX,0.28,22.95,17.97,190504,-13.16,0
TDFAX,0.16,17.97,12.71,57166,-12.28,0
TBDCX,1.79,30.92,22.81,235919,6.199999999999998,1
TWMTX,1.98,31.12,23.75,207236,10.57,1
PWCIX,1.32,24.22,18.41,160692,2.8199999999999985,1
MBGFX,1.69,30.95,24.15,241308,5.419999999999997,1
IRTCX,0.34,16.81,9.07,52107,-8.540000000000001,0
MAGKX,1.52,28.09,15.9,3380,6.73,1
MVCCX,0.65,15.68,9.76,13303,-7.340000000000002,0
NFECX,1.8,28.8,22.53,224021,6.899999999999999,1
NGDAX,1.64,27.27,21.75,124831,5.9899999999999975,1
MRVIX,0.33,14.94,8.51,9930,-10.46,0
EFCNX,1.97,27.84,18.02,42124,10.91,1
SSCCX,0.91,13.79,8.38,2901,-4.0600000000000005,0
REBYX,0.86,15.52,8.69,1762,-3.070000000000001,0
ABSZX,0.45,14.98,8.23,4284,-9.0,0
JGTUX,2.22,30.1,24.11,128578,14.259999999999998,1
ELGCX,1.98,34.31,29.94,114551,6.850000000000001,1
LFMGX,2.96,29.49,17.28,1948,27.36,1
SKSIX,0.59,15.42,7.19,2066,-8.030000000000001,0
ACLMX,0.62,16.03,10.15,16943,-5.880000000000001,0
BWNYX,0.42,14.74,8.96,6458,-8.3,0
STRMX,0.72,15.44,8.8,10378,-6.8500000000000005,0
GCVAX,0.46,15.52,11.21,42444,-9.36,0
PMVFX,0.12,12.24,5.98,11316,-14.53,0
PGIOX,0.91,22.15,17.28,92824,-5.330000000000001,0
PSGKX,1.75,25.46,15.05,3274,9.44,1
OMCIX,1.28,22.88,14.26,818,4.0299999999999985,1
KSCYX,1.16,15.67,11.81,2672,-2.84,0
DFTPX,0.51,12.49,5.81,2483,-7.940000000000001,0
FCLKX,0.94,16.09,11.31,97606,-2.8000000000000007,0
PQUAX,1.77,32.82,20.65,3896,8.45,1
TOECX,1.69,26.82,22.74,23121,3.809999999999999,1
JUEZX,1.37,21.89,17.67,148814,2.3599999999999994,1
AFOYX,0.73,13.31,8.46,14486,-6.340000000000002,0
SSCYX,0.96,13.79,8.38,2901,-2.930000000000001,0
MIGMX,1.59,26.36,21.54,162582,4.769999999999998,1
HRAUX,1.84,33.18,25.1,24700,7.27,1
OANMX,0.91,15.29,9.81,64126,-5.260000000000002,0
PESAX,0.66,18.06,13.21,69056,-7.4300000000000015,0
FXAIX,1.25,21.61,15.85,165677,2.0600000000000005,1
LMGAX,1.9,41.07,25.53,21749,8.779999999999998,1
AASOX,2.43,46.32,26.5,8434,18.35,1
CUSAX,1.56,24.19,17.74,3489,5.8900000000000015,1
CTASX,2.14,25.85,12.8,2980,16.09,1
HQIIX,0.67,17.67,13.97,99596,-5.790000000000001,0
BKMFX,0.82,18.25,12.78,44032,-3.0800000000000014,0
SGNFX,3.19,110.91,37.37,11232,27.19,1
SBQUX,0.43,17.76,11.2,39243,-11.28,0
CWMCX,0.81,18.07,12.6,117267,-4.790000000000001,0
RPRCX,0.95,23.15,17.83,4361,-4.380000000000001,0
GMAPX,0.83,12.77,6.35,1680,-3.160000000000001,0
TLVAX,0.89,22.77,14.57,21042,-4.010000000000002,0
COHOX,0.83,16.29,12.13,69023,-5.120000000000001,0
WAMVX,1.7,29.97,15.97,746,9.45,1
LMASX,0.85,16.82,8.29,2439,-5.800000000000002,0
CCMSX,0.41,14.06,8.69,2587,-9.03,0
STRAX,0.32,13.44,8.92,45162,-9.83,0
MISCX,1.31,22.38,11.83,3360,2.390000000000001,1
JVSCX,0.46,15.82,8.18,3582,-9.57,0
GACPX,1.84,31.12,26.97,227189,9.139999999999997,1
CAMOX,0.98,18.79,15.46,73067,-2.5200000000000005,0
IVORX,0.91,18.73,12.58,10985,-4.36,0
PNORX,1.65,25.09,19.94,129886,5.610000000000001,1
CBMAX,0.78,13.96,9.33,7898,-6.490000000000001,0
WFPAX,0.74,16.83,11.07,14716,-6.07,0
FACEX,1.81,34.2,25.89,334264,7.5,1
GCVIX,0.49,15.52,11.21,42444,-8.610000000000001,0
CWMAX,0.88,18.07,12.6,117267,-3.2700000000000005,0
FUNCX,1.54,27.52,22.33,191977,3.9700000000000006,1
CDDRX,0.89,18.78,14.28,120837,-2.45,0
CRBYX,1.44,27.58,21.36,7880,3.9,1
WFSAX,1.52,20.81,13.44,3978,3.139999999999999,1
HAGCX,1.75,33.18,25.1,24700,4.889999999999999,1
TQMVX,0.5,13.43,8.67,47313,-8.8,0
SLADX,0.88,21.17,14.6,126607,-3.940000000000001,0
WWLAX,0.69,21.07,15.32,108647,-5.950000000000001,0
ICISX,0.57,15.2,7.36,2689,-6.400000000000001,0
PEGZX,1.83,39.36,27.17,22953,8.8,1
NYVRX,0.85,15.37,15.72,129640,-5.0200000000000005,0
APGYX,1.83,32.34,25.36,166768,8.629999999999999,1
TVLIX,0.78,15.87,12.03,48648,-5.61,0
BUISX,2.53,33.45,15.77,2833,21.07,1
JHCPX,2.24,48.07,30.27,245130,12.86,1
VSMVX,0.64,14.72,6.36,1554,-4.530000000000001,0
DSGCX,1.52,29.25,17.0,4103,4.629999999999999,1
VSPVX,0.7,17.62,11.87,83268,-5.330000000000001,0
TGUNX,1.85,36.44,25.81,43533,7.289999999999999,1
CDIVX,0.53,21.81,14.52,30629,-7.37,0
COVAX,0.56,15.2,7.36,2692,-6.880000000000001,0
HMDYX,1.42,21.48,14.48,7715,3.140000000000001,1
LMREX,1.01,19.54,16.48,15198,-2.0500000000000007,0
NBGEX,1.32,29.6,21.46,6324,2.91,1
VFGCX,1.72,43.32,30.59,139095,3.4000000000000004,1
LMCCX,0.37,16.67,11.75,11132,-10.24,0
TEGIX,1.78,26.82,22.74,23121,6.2399999999999975,1
FCVAX,0.6,10.35,5.44,2613,-6.080000000000001,0
GSLIX,0.65,20.07,14.86,88920,-6.5600000000000005,0
DHLCX,0.83,17.76,14.83,84910,-5.91,0
PMPRX,0.67,16.81,10.3,12080,-6.2200000000000015,0
CHTTX,0.2,16.96,10.81,10046,-12.49,0
GGQPX,1.9,33.62,27.01,23307,9.96,1
MSEIX,1.72,28.73,16.79,3715,7.93,1
JGAVX,0.74,17.41,13.83,89809,-6.050000000000002,0
MLULX,0.51,16.03,10.15,16957,-8.440000000000001,0
ECSMX,0.96,21.96,14.19,3792,-2.500000000000001,0
NDXKX,2.12,30.69,22.13,381962,12.81,1
HGOIX,2.31,39.86,25.43,89863,14.5,1
FISUX,0.25,14.32,8.29,3361,-11.25,0
RESGX,0.84,16.08,10.78,41533,-3.62,0
MNNCX,0.68,17.69,14.16,67030,-6.920000000000003,0
PNECX,0.33,17.71,13.29,71732,-11.62,0
FLCGX,0.31,15.0,9.1,6085,-12.37,0
EKJAX,1.94,40.83,27.43,98404,8.7,1
HNASX,1.88,33.81,20.77,228065,8.169999999999998,1
LRSTX,0.47,13.53,9.16,2302,-8.5,0
ABSIX,0.44,14.98,8.23,4284,-9.19,0
UBVTX,0.59,13.01,7.19,2796,-8.430000000000001,0
IVOCX,0.88,18.73,12.58,10985,-5.24,0
WFSMX,0.79,17.61,9.08,3629,-6.5600000000000005,0
LRSSX,0.45,13.53,9.16,2302,-9.03,0
SVOAX,0.57,15.24,10.3,39316,-6.370000000000001,0
GGOCX,1.8,33.62,27.01,23307,6.91,1
EQNSX,0.76,16.02,11.2,120961,-4.69,0
GEQAX,0.87,18.78,14.28,120837,-3.120000000000001,0
WFHHX,0.71,16.83,11.07,14716,-6.58,0
IPETX,0.7,17.73,12.47,53629,-6.570000000000001,0
FTXNX,1.96,25.61,17.5,4140,11.32,1
DFSTX,0.72,15.01,7.93,2157,-3.940000000000001,0
FOSCX,0.52,19.15,12.01,2543,-7.380000000000001,0
NEIMX,0.31,18.5,12.56,113485,-10.62,0
MSKLX,4.06,104.27,35.03,22663,43.75999999999999,1
IWIRX,1.41,24.25,20.32,164313,2.9999999999999982,1
ATIAX,0.64,11.38,4.54,3271,-6.280000000000001,0
MIGNX,1.69,26.36,21.54,162582,7.149999999999999,1
TETIX,0.47,14.36,9.05,897,-8.46,0
MDVNX,0.51,14.91,10.56,74343,-8.950000000000003,0
GQURX,1.36,23.83,17.32,201682,3.3499999999999983,1
NSCFX,0.35,15.24,9.58,2632,-9.43,0
PUMYX,1.79,32.82,20.65,3896,8.929999999999996,1
IYSAX,0.71,17.88,11.54,4089,-4.960000000000001,0
HDGFX,0.9,17.56,13.32,127421,-3.21,0
PQMZX,0.35,16.61,11.82,54474,-11.36,0
JVAYX,0.56,15.58,9.78,42966,-7.4300000000000015,0
DHLRX,0.92,17.76,14.83,84910,-3.7600000000000007,0
WLGYX,1.82,32.22,25.06,239768,7.369999999999997,1
CVACX,0.97,24.81,20.68,203131,-3.7200000000000006,0
DWOCX,1.91,36.57,26.88,189215,8.479999999999997,1
GTLIX,0.75,15.68,11.16,55989,-5.07,0
TRLGX,1.91,30.73,22.96,252665,9.59,1
SSGFX,1.77,29.3,23.16,229800,7.18,1
JTUAX,0.89,13.04,5.69,1648,-2.420000000000001,0
ARTSX,2.58,53.04,29.59,7157,19.46,1
STCZX,1.85,33.84,24.67,297428,8.02,1
HSMTX,0.69,11.79,7.93,1844,-5.800000000000002,0
HULIX,0.65,14.8,10.57,97897,-6.050000000000002,0
VRVIX,0.65,17.86,11.98,63285,-5.6800000000000015,0
ATHWX,1.85,36.07,27.11,22882,8.41,1
BADIX,0.66,15.34,11.26,70414,-6.5600000000000005,0
MAVFX,0.89,14.89,14.07,144440,-4.2200000000000015,0
FIDFX,0.28,12.69,7.34,9798,-9.79,0
SZCCX,0.75,16.13,7.9,1751,-5.36,0
VSORX,0.76,18.17,9.7,2696,-4.110000000000001,0
RGAGX,1.69,28.98,21.3,144040,7.3599999999999985,1
RPMGX,1.49,24.89,21.96,18539,3.85,1
BMSBX,0.79,18.36,11.79,15050,-5.580000000000001,0
WFDSX,2.34,47.26,27.95,12355,14.670000000000002,1
LMOIX,2.05,34.29,18.57,4898,13.659999999999995,1
IDAIX,0.93,19.76,14.35,44692,-2.6100000000000008,0
AEYCX,0.95,19.39,14.2,94926,-3.75,0
FEIFX,0.8,18.9,12.58,137844,-4.45,0
BRUMX,0.56,17.07,11.33,68384,-7.36,0
VSSLX,0.95,12.44,5.98,1673,-2.7200000000000006,0
ASGTX,1.5,41.48,23.33,3382,4.249999999999998,1
OFAFX,0.93,15.9,11.2,45534,-3.5700000000000003,0
VTSMX,1.28,22.25,15.88,100020,2.4899999999999984,1
CDOYX,0.6,15.29,11.38,86820,-6.150000000000001,0
SSVRX,0.63,15.49,8.41,3587,-7.41,0
JAGRX,1.73,32.46,23.13,194253,7.52,1
FLUTX,0.59,16.38,11.14,55606,-7.800000000000002,0
AGRDX,1.83,34.83,25.41,280056,9.099999999999998,1
WISGX,2.31,39.17,25.54,4577,16.599999999999998,1
IYVLX,0.66,14.59,8.88,48303,-8.440000000000001,0
BMVGX,0.35,14.94,8.51,9930,-10.14,0
PJIAX,0.32,17.68,14.86,108824,-11.37,0
PGIEX,0.87,22.15,17.28,92824,-6.370000000000001,0
OPMCX,0.81,21.23,12.48,17004,-5.420000000000001,0
DTLVX,0.42,14.58,9.33,45979,-10.21,0
HIASX,2.29,27.2,15.81,4550,15.61,1
TGFRX,1.12,22.77,19.39,57122,2.6999999999999997,1
YCGEX,1.46,29.08,25.35,122089,2.1899999999999995,1
HDCEX,0.35,14.7,11.66,83547,-9.06,0
PQJCX,1.5,23.46,12.16,3501,4.43,1
LGORX,1.88,41.07,25.53,21749,8.239999999999998,1
IVPSX,0.75,16.41,9.68,3049,-5.29,0
EICCX,0.51,13.69,7.81,44744,-8.360000000000001,0
LVOVX,0.83,19.47,15.3,6988,-3.0400000000000014,0
RTSAX,0.95,13.77,10.08,3887,-2.8000000000000007,0
BDFUX,2.42,42.43,27.46,3077,17.179999999999996,1
BIOIX,3.18,55.04,30.4,67411,28.31,1
FDGTX,0.71,17.67,12.18,70349,-6.130000000000001,0
GABAX,0.8,20.67,10.04,23001,-5.350000000000001,0
PFMDX,0.74,17.31,10.88,4904,-5.15,0
JIVZX,0.51,13.83,9.5,42379,-8.700000000000001,0
HOOSX,0.89,18.96,12.34,3219,-2.490000000000002,0
OSGIX,2.06,31.3,23.77,24017,11.330000000000002,1
PNVRX,0.1,11.55,9.9,3571,-14.02,0
BALGX,1.51,25.04,18.53,152560,4.48,1
QUAZX,2.32,32.67,20.7,4555,17.69,1
OTCFX,1.55,21.06,14.2,4578,6.100000000000001,1
NDVBX,0.78,14.56,7.14,3101,-5.73,0
WSCVX,0.22,12.52,5.82,941,-10.43,0
WMLIX,1.3,22.06,16.03,127773,2.26,1
PSVKX,0.32,9.88,3.79,1441,-11.73,0
MCRFX,0.77,13.03,8.06,16769,-6.3400000000000025,0
PLVIX,0.73,18.06,13.21,69056,-5.630000000000001,0
AMANX,0.96,19.99,16.65,102785,-2.0900000000000016,0
REAYX,0.95,16.75,11.75,90894,-2.4800000000000004,0
SBVLX,0.19,13.79,5.81,2139,-14.47,0
GMCUX,0.67,18.16,11.54,6090,-5.830000000000001,0
TDFIX,0.18,17.97,12.71,57166,-11.9,0
LUSAX,0.62,14.15,7.17,1855,-6.26,0
HIGCX,0.72,20.6,16.07,153772,-5.6800000000000015,0
VLCRX,0.74,17.73,12.47,53629,-5.73,0
VRMGX,2.84,53.0,32.14,17390,21.23,1
SSSIX,0.77,18.05,7.22,2989,-4.870000000000001,0
FDNRX,2.38,52.64,32.59,100371,15.64,1
KCGSX,1.57,27.67,22.24,170183,5.509999999999998,1
RUDAX,0.74,16.98,8.59,2505,-5.300000000000002,0
BUFSX,2.53,33.45,15.77,2833,20.34,1
TRVHX,0.36,13.95,9.35,12866,-9.84,0
VSSRX,0.87,12.44,5.98,1673,-4.800000000000002,0
TLVIX,0.67,13.56,9.07,73827,-6.820000000000001,0
OFSAX,1.05,14.16,8.54,3207,-2.1899999999999995,0
ODINX,2.11,35.02,22.34,5248,12.989999999999998,1
PGOFX,1.75,33.19,21.93,19456,7.579999999999997,1
WASMX,0.9,20.06,14.47,8511,-3.1300000000000012,0
ADECX,0.65,17.51,12.4,78571,-7.83,0
PMFNX,0.84,19.67,11.59,6301,-3.6000000000000005,0
MCVCX,0.64,13.7,7.91,12508,-7.6,0
FVFRX,0.64,15.76,7.77,2622,-6.120000000000001,0
IWEDX,0.72,17.73,12.47,53678,-6.1800000000000015,0
FVLZX,0.84,13.01,7.56,7908,-4.86,0
ICAFX,0.94,20.09,14.57,165629,-2.4300000000000006,0
AALRX,0.68,15.04,10.34,57742,-7.090000000000002,0
PJFCX,2.15,49.8,30.55,249617,10.7,1
RLCOX,0.41,15.47,10.08,61757,-10.19,0
PZVMX,0.65,12.12,5.1,9111,-10.09,0
LISGX,0.94,16.82,8.29,2439,-3.570000000000001,0
PFGRX,1.57,27.52,22.33,191977,4.709999999999999,1
BAERX,0.96,16.72,12.91,92978,-3.940000000000001,0
FFQZX,2.27,52.92,30.45,213301,14.260000000000002,1
FDSVX,1.98,27.84,23.38,144788,11.209999999999996,1
VPLCX,1.7,34.63,25.13,170202,8.21,1
WCGIX,1.68,33.02,24.48,18363,5.66,1
JMIVX,0.48,17.7,11.1,10030,-7.99,0
STVZX,0.76,19.59,15.95,52065,-5.800000000000002,0
TDEIX,1.97,31.12,23.75,207236,10.43,1
PPNSX,1.86,31.56,20.23,4508,9.9,1
AADEX,0.67,15.04,10.34,57742,-7.1800000000000015,0
OIEQX,0.76,18.57,13.89,90410,-5.090000000000002,0
TILRX,1.92,33.88,25.41,193993,9.82,1
THIGX,1.82,31.15,21.41,149515,8.84,1
SCATX,3.74,90.47,37.45,67905,35.21000000000001,1
CGMFX,-0.97,11.12,5.45,6049,-26.92,0
HQITX,0.67,17.67,13.97,99596,-5.850000000000001,0
SCSIX,0.52,17.45,11.31,5813,-6.9700000000000015,0
VYSEX,0.76,16.44,9.68,3045,-5.020000000000001,0
GVALX,0.84,16.83,9.75,56556,-4.760000000000002,0
CCALX,1.6,42.41,26.8,3625,6.6099999999999985,1
