Ticker,ROE Last Year (%),Debt/Capital Last Year (%),No. of Holdings in Portfolio,% Assets in Top 10 Holdings,"Closed to New Investors (Yes=1, No=0)",3-year Annualized Return vs. S&P500,Outperform / Underperform
TMFGX,7.73,31.83,33,41.78,0,2.9599999999999986,1
NGQIX,27.32,43.26,85,36.13,0,-3.2500000000000013,0
WBGSX,24.25,40.11,58,44.16,0,9.07,1
LSVQX,7.24,45.05,233,10.26,0,-11.93,0
CPTUX,21.34,40.83,103,44.19,0,7.349999999999998,1
WMMCX,4.32,35.72,378,24.08,0,-8.57,0
FRBSX,10.97,44.89,52,31.38,0,-10.260000000000002,0
FJACX,11.29,42.45,90,29.25,0,-2.0,0
JMVAX,17.4,42.24,64,27.94,0,-7.920000000000001,0
VMIDX,10.55,40.74,406,7.31,0,-2.500000000000001,0
FFFMX,24.68,48.98,175,23.07,0,-4.300000000000002,0
FDESX,26.13,43.21,203,31.22,1,2.5600000000000005,1
ANPRX,17.81,43.95,139,16.58,0,-8.88,0
TIEIX,22.94,44.54,2953,22.34,0,2.629999999999999,1
HADUX,26.02,48.97,66,28.99,0,-11.78,0
OPMYX,13.86,41.03,82,21.04,0,-3.3500000000000005,0
FRVLX,6.12,35.23,89,25.89,0,-5.600000000000001,0
SCQGX,29.23,41.77,49,49.02,0,10.979999999999995,1
CUSRX,0.86,34.22,38,39.85,0,-4.1400000000000015,0
FAGOX,11.44,37.91,268,35.55,0,25.87,1
MSGZX,2.28,33.32,268,9.73,0,10.509999999999998,1
ECOLX,17.97,29.27,47,35.27,0,11.45,1
GCMUX,6.49,43.96,114,16.66,0,-3.0400000000000014,0
AULDX,30.27,42.76,63,52.32,0,13.489999999999998,1
PRILX,23.9,42.09,39,40.13,0,3.8599999999999977,1
LDPCX,27.29,50.52,171,11.81,0,-3.98,0
ASVDX,3.66,42.21,102,23.62,0,-3.4400000000000013,0
KNGAX,22.93,47.51,66,17.84,0,-4.36,0
MONTX,22.54,46.76,37,53.18,0,3.3599999999999994,1
SAIFX,22.35,51.22,55,34.04,0,-5.520000000000001,0
BRWSX,34.1,43.04,100,43.99,0,4.43,1
RGACX,16.32,41.62,392,35.89,0,5.940000000000001,1
CCACX,12.96,39.21,71,22.7,0,-2.700000000000001,0
PMDIX,10.67,38.85,72,25.95,0,-10.34,0
NGQCX,27.32,43.26,85,36.13,0,-5.58,0
RSEIX,13.19,14.25,38,40.93,0,-7.920000000000001,0
APDLX,13.52,46.18,41,40.65,0,-6.53,0
FVLTX,16.81,39.21,54,37.25,0,-12.14,0
ICSSX,2.61,43.44,123,13.39,0,-6.8900000000000015,0
HQICX,19.35,46.06,70,27.81,0,-7.8900000000000015,0
CFGRX,34.51,45.53,64,41.8,0,7.629999999999999,1
CCSGX,15.19,29.79,51,29.59,0,6.549999999999998,1
PEIOX,16.73,46.08,64,26.38,0,-4.110000000000001,0
TIAGX,6.07,39.79,55,32.57,0,2.78,1
PTMCX,28.33,44.07,200,28.64,0,-3.9600000000000013,0
OLGAX,27.08,41.19,77,37.1,0,15.339999999999995,1
DDVIX,18.27,47.8,40,31.38,0,-7.9300000000000015,0
SGRHX,12.97,36.95,91,39.93,0,13.59,1
HDCAX,27.72,51.36,51,28.98,0,-7.530000000000001,0
LGLSX,15.94,37.03,79,33.77,0,19.67,1
NBHAX,19.52,46.72,83,25.08,0,-6.3900000000000015,0
OFVIX,27.51,58.53,66,34.64,0,-8.24,0
VLEQX,12.09,44.68,21,52.82,0,-2.0300000000000007,0
CZMVX,17.61,45.57,438,18.89,0,-5.230000000000001,0
RSIKX,10.5,44.34,29,52.89,0,-8.940000000000003,0
TADAX,27.8,41.25,69,43.64,0,9.81,1
VITSX,22.61,44.62,3634,22.34,0,2.7200000000000006,1
MEFYX,10.76,45.21,209,17.04,1,3.75,1
MIRGX,28.83,42.15,54,42.39,0,5.870000000000001,1
PRWAX,19.51,42.54,91,32.78,0,11.229999999999995,1
GCTAX,24.44,44.49,329,26.41,0,-2.700000000000001,0
RRSVX,7.53,35.87,86,20.46,0,-11.61,0
KNPCX,22.89,28.61,52,63.01,0,-5.41,0
DEIGX,40.8,41.38,73,42.68,0,5.1,1
DQIYX,30.92,54.45,100,39.45,0,-4.74,0
GSTIX,27.17,41.02,77,43.84,0,10.569999999999997,1
PRSVX,5.37,37.19,301,10.5,0,-2.83,0
EDFAX,32.97,52.99,42,30.92,0,-8.540000000000001,0
SVMCX,7.48,39.69,57,28.48,0,-8.520000000000001,0
LDVIX,22.96,40.44,142,25.5,0,19.05,1
DRYQX,24.91,39.71,53,46.16,0,10.68,1
DHPIX,3.67,46.51,60,29.74,0,-7.870000000000001,0
VUVLX,15.8,47.32,278,18.87,0,-9.7,0
BRWUX,34.1,43.04,100,43.99,0,5.519999999999998,1
OTCGX,13.35,39.89,107,23.0,0,6.98,1
PRVIX,5.37,37.19,301,10.5,0,-2.6100000000000008,0
PFKAX,-0.33,41.52,114,14.15,0,-6.860000000000001,0
GWSCX,1.83,54.31,38,53.98,0,-12.38,0
MFLLX,-24.26,28.51,44,54.47,0,50.62000000000001,1
WSMRX,11.37,42.94,78,22.11,0,7.279999999999998,1
PFPCX,0.98,42.07,106,14.53,0,-7.1800000000000015,0
NDGCX,21.39,47.88,42,33.98,0,-4.260000000000002,0
VYRIX,14.38,39.71,282,12.8,0,7.6099999999999985,1
LGLRX,15.94,37.03,79,33.77,0,19.1,1
JMVZX,9.81,44.33,111,15.45,0,-8.97,0
RWMHX,20.76,46.39,182,30.64,0,-2.8100000000000005,0
LGRNX,27.34,39.72,35,50.23,1,5.289999999999999,1
DRMCX,12.26,39.89,71,22.58,0,12.47,1
HIGUX,29.2,48.21,42,36.09,0,-3.5000000000000013,0
HRMVX,11.57,48.57,145,14.54,0,-12.49,0
DFDMX,12.14,38.01,36,42.96,0,7.629999999999999,1
MRGRX,23.81,43.71,190,29.76,0,2.3099999999999987,1
SGRNX,12.97,36.95,91,39.93,0,13.48,1
NSCQX,5.69,34.41,58,28.72,0,-10.82,0
AMAGX,38.74,44.57,37,53.15,0,9.21,1
ATDRX,10.23,50.86,37,47.52,0,-12.72,0
GTLOX,25.14,42.32,90,17.9,0,-5.48,0
KCVSX,19.5,45.73,68,22.14,0,-7.0600000000000005,0
PFVIX,16.86,44.13,74,24.39,0,-6.340000000000002,0
LSRYX,4.82,44.18,59,25.15,0,-10.14,0
LMVFX,5.58,49.73,69,26.73,0,-5.49,0
ANOIX,-1.98,41.98,143,13.37,0,12.97,1
TRIRX,34.56,45.05,450,43.63,0,9.959999999999997,1
MFOCX,28.58,46.28,31,50.72,0,10.010000000000002,1
SMCIX,4.74,36.14,606,6.02,0,-2.0100000000000016,0
SMDIX,13.22,40.2,81,18.91,0,-4.500000000000001,0
JVASX,12.47,46.38,121,20.16,0,-7.940000000000001,0
NBRAX,3.18,50.65,52,31.29,0,-13.37,0
CPOAX,-9.08,34.39,45,48.8,0,34.44,1
ADGGX,32.49,44.59,145,47.66,0,4.07,1
RSYEX,-9.94,39.82,104,20.52,0,7.98,1
PXIIX,25.44,50.38,36,39.08,0,-3.450000000000001,0
SLGRX,24.5,39.31,66,50.65,0,6.119999999999997,1
PEGCX,6.93,37.54,73,20.93,0,6.589999999999996,1
FAGCX,11.44,37.91,268,35.55,0,27.06,1
WFPCX,14.18,43.31,74,27.55,0,-7.590000000000002,0
MLUFX,11.84,41.79,95,20.83,0,-8.71,0
SVIIX,17.86,44.07,40,39.83,0,-6.860000000000001,0
RSVAX,9.32,48.14,56,34.38,0,-7.6800000000000015,0
TPLGX,24.36,37.42,125,46.87,0,7.170000000000003,1
WASIX,20.6,33.27,62,33.4,0,-6.110000000000001,0
PABGX,24.35,37.43,125,46.7,0,6.309999999999999,1
USPCX,26.77,53.2,29,64.89,0,-6.74,0
HRCIX,34.84,42.29,74,43.14,0,4.15,1
DODGX,7.45,44.12,74,33.02,0,-5.07,0
OARMX,13.81,49.08,55,32.11,0,-6.1800000000000015,0
PNOCX,23.76,48.28,68,35.23,0,4.5299999999999985,1
JADGX,34.22,50.18,69,38.5,0,-2.410000000000001,0
MXMSX,-4.61,36.52,208,13.51,0,7.93,1
BGRFX,12.19,49.47,54,54.73,0,7.59,1
ALFTX,4.6,34.51,6,100.0,0,2.6999999999999997,1
JVMSX,8.69,46.18,148,14.88,0,-7.670000000000001,0
CMNWX,27.36,44.91,84,29.52,0,2.039999999999999,1
ESPNX,8.29,35.09,129,25.01,1,-6.450000000000001,0
RYVFX,13.08,26.47,89,22.64,0,-9.13,0
CCRIX,-2.98,34.93,94,25.2,0,21.71,1
ANDVX,23.93,48.67,73,31.55,0,-9.31,0
COLVX,18.4,47.62,96,23.52,0,-8.89,0
IIMOX,8.98,45.02,68,25.86,0,5.649999999999999,1
VSEQX,15.3,45.62,437,9.05,0,-3.2700000000000005,0
JSMVX,-12.36,30.3,31,44.27,0,17.29,1
NFACX,26.1,39.77,52,41.56,0,-2.370000000000002,0
SHDIX,4.48,54.32,28,50.28,0,-3.200000000000001,0
RYPCX,8.49,29.55,280,10.14,0,-3.7600000000000007,0
IRUAX,8.01,36.53,77,14.17,0,-7.260000000000002,0
WENCX,9.32,33.07,65,25.97,0,11.68,1
OVERX,10.91,46.91,41,35.51,0,-8.27,0
LKSMX,7.9,35.9,60,25.28,0,5.809999999999999,1
JDVFX,13.45,43.73,92,26.16,0,-8.83,0
PCCGX,12.51,46.0,89,22.88,0,-12.56,0
BRSWX,4.16,38.21,176,14.8,0,-5.5200000000000005,0
FICIX,34.73,40.38,40,40.27,0,2.25,1
RBRCX,10.4,33.98,77,33.42,0,-9.42,0
MCVSX,0.39,43.84,171,9.44,0,-12.44,0
GSVRX,16.01,45.96,85,23.48,0,-7.710000000000001,0
WSCOX,6.88,35.14,310,8.15,0,-5.2,0
SDGRX,24.38,42.46,76,40.52,0,8.259999999999998,1
NINLX,-3.12,49.47,95,27.7,0,2.369999999999999,1
FMPCX,-0.77,37.76,89,16.92,0,9.080000000000002,1
PSLRX,3.29,41.64,111,15.3,0,-8.91,0
JSIGX,-13.6,30.83,41,49.67,0,20.86,1
GSRAX,25.13,49.28,132,18.17,0,-3.9200000000000013,0
BIGTX,2.87,38.45,131,20.37,0,-7.32,0
MIDZX,30.87,51.13,73,39.78,0,-5.3500000000000005,0
CUHAX,22.08,43.82,502,3.34,1,-3.570000000000001,0
LAFRX,24.07,52.63,72,21.94,0,-8.46,0
IDANX,23.24,47.12,66,17.58,0,-2.630000000000001,0
HSLAX,-1.72,36.8,174,11.02,0,3.66,1
GSTSX,27.17,41.02,77,43.84,0,9.479999999999997,1
PVEJX,9.74,40.77,717,13.97,0,-5.700000000000001,0
OTCNX,21.34,40.83,103,44.19,0,5.789999999999999,1
ARRFX,15.79,40.75,21,61.73,0,-5.290000000000001,0
HSRSX,-3.52,38.75,97,24.09,0,4.34,1
BCVCX,18.23,51.25,106,19.08,0,-12.18,0
HNVIX,4.7,35.79,47,35.52,0,-2.9000000000000004,0
SEUIX,15.97,47.39,220,21.05,0,-9.95,0
PZVSX,-5.61,40.8,48,32.08,0,-9.45,0
NVSOX,6.88,35.14,310,8.15,0,-5.71,0
ACUIX,21.88,51.22,82,31.4,0,-8.41,0
MIDQX,30.87,51.13,73,39.78,0,-4.37,0
FSPGX,34.53,45.04,449,43.28,0,10.54,1
LZSCX,9.45,38.49,81,17.0,0,-4.69,0
PRFDX,14.22,49.73,114,24.4,0,-7.15,0
PJTQX,20.23,40.34,45,37.92,0,3.49,1
ATHIX,11.91,38.86,82,23.19,0,9.4,1
FACGX,11.44,37.91,268,35.55,0,24.649999999999995,1
SMDRX,13.22,40.2,81,18.91,0,-4.32,0
TRVPX,7.32,44.71,95,17.82,0,-9.95,0
ANDAX,23.93,48.67,73,31.55,0,-9.91,0
FSLSX,4.92,57.97,86,18.73,0,-4.9700000000000015,0
HSUTX,25.94,46.44,51,43.91,0,9.529999999999998,1
BWLAX,16.57,45.66,104,15.96,0,-10.94,0
GSSUX,3.59,38.48,239,10.33,0,-7.950000000000001,0
MXXIX,5.08,42.71,57,31.38,0,9.36,1
PMVEX,2.55,41.96,190,10.63,0,-15.02,0
JMCVX,17.4,42.24,64,27.94,0,-8.200000000000001,0
JSVRX,-1.66,41.18,474,8.28,0,-6.700000000000001,0
ALNFX,26.91,45.19,105,23.66,0,-8.450000000000001,0
SEVIX,23.3,45.24,380,22.18,0,-6.8900000000000015,0
TSNAX,20.3,43.0,32,56.47,0,16.57,1
BMISX,13.27,51.82,53,37.09,0,-9.36,0
FCVFX,3.21,54.75,222,10.95,0,-7.3900000000000015,0
SAOPX,26.56,43.2,26,75.32,0,-9.81,0
ITEIX,14.3,49.81,114,24.25,0,-7.07,0
HQISX,19.35,46.06,70,27.81,0,-6.44,0
MUHLX,17.77,47.04,29,47.56,0,-9.080000000000002,0
FIKDX,9.6,44.13,36,42.99,0,-7.290000000000001,0
PEYAX,19.73,51.57,92,25.41,0,-4.320000000000001,0
JIVMX,15.56,50.56,143,19.43,0,-7.19,0
HDGVX,20.81,46.77,75,29.96,0,-3.2300000000000013,0
HMVAX,8.54,40.9,83,19.39,0,-8.010000000000002,0
ILLLX,-3.31,31.97,54,46.48,0,24.1,1
FOPPX,22.0,38.66,111,36.73,0,10.47,1
ALMRX,8.28,32.57,110,21.33,0,12.979999999999995,1
BLYAX,22.81,47.17,81,25.91,0,3.259999999999998,1
LAMAX,30.34,49.18,57,29.38,0,-2.0,0
KSDVX,8.82,45.33,72,23.62,0,-8.450000000000001,0
NYVCX,16.03,35.06,40,53.73,0,-6.070000000000001,0
HWMZX,-3.17,46.99,70,33.19,0,-13.920000000000002,0
BRUHX,17.68,46.17,131,20.55,0,-7.36,0
FMDCX,10.96,40.26,401,9.53,0,-2.950000000000001,0
AGRCX,27.81,30.26,61,37.25,0,6.7399999999999975,1
CRIMX,5.75,41.4,44,36.23,0,-3.4200000000000013,0
GCGUX,26.32,38.04,41,49.21,0,9.06,1
PIPPX,4.03,35.93,61,25.57,0,11.7,1
FEISX,13.03,44.93,68,25.85,0,-10.670000000000002,0
CABGX,29.72,41.42,158,35.71,0,7.299999999999998,1
GGUIX,11.34,38.95,35,35.9,0,6.350000000000001,1
SCGIX,-4.93,35.84,84,27.29,0,7.969999999999999,1
HULEX,30.17,52.58,31,80.9,0,-5.370000000000001,0
IPMSX,12.16,39.69,370,9.37,0,-5.710000000000001,0
PRBLX,23.9,42.09,39,40.13,0,3.3699999999999988,1
CPGRX,14.64,33.46,66,22.99,0,7.220000000000002,1
VRGWX,34.79,45.36,456,44.44,0,10.47,1
IAFLX,27.12,40.81,31,53.61,0,11.310000000000002,1
HSOAX,8.29,40.96,69,24.12,0,2.8999999999999986,1
WMFFX,20.76,46.39,182,30.64,0,-2.75,0
BRLGX,22.81,47.17,81,25.91,0,4.119999999999999,1
SAGCX,14.03,43.08,54,54.69,0,-4.4700000000000015,0
GMVAX,7.49,42.65,197,10.2,0,-6.630000000000001,0
DRTHX,31.19,46.03,37,47.0,1,4.41,1
EGORX,29.91,44.69,52,30.7,0,-4.170000000000001,0
FFQSX,20.25,36.94,44,47.14,0,14.779999999999998,1
JSGCX,34.1,41.11,46,48.66,0,4.189999999999999,1
WHGLX,19.72,39.85,46,28.91,0,-5.400000000000001,0
LCISX,23.59,45.78,53,30.99,0,9.7,1
BPAVX,14.79,42.95,147,20.13,0,-7.750000000000001,0
DVECX,10.07,40.95,38,41.67,0,5.549999999999999,1
MXMDX,11.55,41.59,400,7.32,0,-2.8600000000000003,0
FMPAX,16.28,37.42,87,37.19,0,-10.65,0
DCUCX,28.66,48.75,41,26.01,0,-12.36,0
JDVPX,13.45,43.73,92,26.16,0,-9.32,0
EWMCX,29.9,44.03,37,39.14,0,3.6999999999999993,1
LAFCX,24.07,52.63,72,21.94,0,-9.52,0
FIIMX,10.31,43.75,202,15.54,0,-4.500000000000001,0
IUTCX,22.33,50.29,75,27.9,0,-9.590000000000002,0
QCLGX,36.33,47.19,102,41.6,0,6.990000000000002,1
MNDAX,-1.95,38.99,121,18.02,0,14.38,1
ALFFX,4.6,34.51,6,100.0,0,-3.05,0
CBLLX,12.31,41.77,48,29.69,0,-5.830000000000001,0
LCGFX,28.2,40.64,34,50.81,0,10.47,1
IATNX,13.58,40.45,39,45.39,0,11.32,1
FOSBX,6.98,31.28,63,23.81,0,-6.9300000000000015,0
LCBDX,28.24,54.67,83,36.62,0,-4.130000000000001,0
CSCVX,11.16,39.83,282,5.4,0,-6.86,0
NMPAX,10.72,40.42,403,8.73,0,-2.1999999999999997,0
JUESX,27.73,46.67,57,40.08,0,3.4399999999999995,1
IYSMX,0.36,41.94,64,29.91,0,-5.48,0
MMFYX,24.13,51.41,71,37.72,0,-2.52,0
HWLCX,6.98,49.87,58,37.95,0,-11.4,0
HISVX,8.42,39.53,56,29.87,0,-4.740000000000001,0
ASCQX,4.54,39.1,289,9.78,0,-4.1800000000000015,0
TISWX,27.5,45.61,510,26.64,0,2.1099999999999994,1
BHBFX,27.19,46.85,43,35.46,0,-3.5600000000000005,0
SLCSX,-10.15,21.54,14,75.13,0,2.67,1
BRUJX,17.68,46.17,131,20.55,0,-9.38,0
VSCRX,34.09,30.49,30,53.89,1,5.02,1
BGRIX,12.19,49.47,54,54.73,0,8.16,1
DNLRX,18.85,44.1,246,12.11,0,-8.790000000000001,0
JRSCX,21.07,43.74,255,18.68,0,-3.3800000000000012,0
AUIRX,29.25,48.83,68,40.45,0,-7.2200000000000015,0
LSVVX,15.96,46.75,188,19.24,0,-9.05,0
EGOHX,29.91,44.69,52,30.7,0,-5.5600000000000005,0
FAVAX,12.99,41.45,111,24.19,0,-6.24,0
HSMYX,2.79,40.27,63,19.35,0,-5.7,0
LAMSX,30.34,49.18,57,29.38,0,-2.02,0
TSCIX,-1.77,32.66,109,15.82,0,7.789999999999999,1
PMAQX,14.58,53.61,84,29.55,1,2.8200000000000003,1
ARSLX,22.67,43.75,52,38.25,0,3.9099999999999984,1
AOFIX,-6.25,29.73,52,32.41,1,17.78,1
JSJFX,2.17,40.08,56,26.29,0,3.1899999999999995,1
HSRUX,-3.52,38.75,97,24.09,0,4.559999999999999,1
MGHRX,-5.08,34.43,46,51.16,0,29.219999999999995,1
ERLVX,13.9,40.66,69,27.78,0,-4.53,0
GOFCX,5.51,38.93,125,18.1,0,5.809999999999999,1
INUTX,21.88,51.22,82,31.4,0,-6.86,0
JENYX,34.11,47.07,28,54.58,0,2.8200000000000003,1
VISVX,4.25,44.27,939,4.9,1,-5.6400000000000015,0
TCPWX,-3.31,31.97,54,46.48,0,27.12,1
VLACX,25.73,45.4,561,26.06,1,2.549999999999999,1
ALARX,26.92,39.22,76,52.25,0,8.98,1
MLSAX,11.34,38.95,35,35.9,0,5.58,1
GWSAX,1.83,54.31,38,53.98,0,-10.89,0
JSCHX,2.96,33.48,251,9.07,0,5.609999999999998,1
MISGX,-3.06,39.06,134,23.61,1,4.420000000000002,1
PJGRX,19.38,38.83,60,44.83,1,11.75,1
SLVAX,13.94,50.95,39,35.82,0,-6.290000000000001,0
FZANX,23.79,35.9,418,43.86,0,2.119999999999999,1
LMBMX,4.67,35.38,373,6.56,0,-4.94,0
PAWAX,19.51,42.54,91,32.78,0,10.619999999999996,1
ASPZX,26.01,38.07,90,48.81,0,9.759999999999998,1
CHDPX,18.51,49.67,44,31.64,0,-9.69,0
EGFIX,24.53,41.37,23,51.87,0,9.87,1
OIEIX,19.37,46.33,87,22.55,0,-5.630000000000001,0
PINDX,32.72,43.76,62,38.31,0,5.399999999999999,1
BDFIX,-5.78,32.18,79,23.83,0,17.179999999999996,1
GSRLX,25.13,49.28,132,18.17,1,-3.2600000000000007,0
ACLLX,17.58,40.97,45,40.68,1,-4.8900000000000015,0
SCVIX,4.33,38.05,146,13.38,0,-7.840000000000002,0
STRLX,15.03,39.87,52,27.81,0,-7.330000000000001,0
CWSIX,3.44,30.18,73,22.97,0,-10.29,0
RRBGX,24.35,37.43,125,46.7,0,5.75,1
SSCDX,12.31,38.97,88,21.65,0,-4.130000000000001,0
JDMRX,13.87,43.55,85,23.14,0,2.3599999999999994,1
LAMQX,30.34,49.18,57,29.38,0,-2.7600000000000007,0
NLCCX,30.98,45.13,55,48.25,0,4.199999999999998,1
LFSFX,2.51,48.15,45,31.26,0,-4.260000000000002,0
IVOIX,20.0,49.91,36,29.95,0,-2.8400000000000016,0
MMQLX,2.49,39.07,128,16.88,0,-6.48,0
ALFYX,4.6,34.51,6,100.0,0,-5.15,0
TQAIX,8.62,36.18,299,8.64,0,3.1199999999999988,1
SLCGX,38.13,47.22,57,42.89,0,4.52,1
CHDVX,18.51,49.67,44,31.64,0,-8.690000000000001,0
JGIRX,35.45,46.87,89,43.29,0,4.1400000000000015,1
CIPNX,-2.45,35.66,76,24.87,1,4.25,1
WMGBX,13.6,31.11,69,26.98,1,11.669999999999998,1
LAMCX,30.34,49.18,57,29.38,0,-3.5800000000000014,0
PLCGX,24.37,39.91,499,35.21,0,9.61,1
AMVRX,11.87,41.78,96,20.7,1,-8.860000000000003,0
GGCAX,32.62,43.89,50,54.39,0,9.35,1
AUERX,17.35,33.16,96,23.29,0,-13.91,0
ALCCX,26.68,39.22,80,51.87,0,7.349999999999998,1
JMVYX,9.81,44.33,111,15.45,0,-7.420000000000001,0
HSEIX,2.79,40.27,63,19.35,0,-5.880000000000001,0
JSVAX,10.25,48.6,45,44.05,0,7.1099999999999985,1
DSGGX,4.09,33.53,37,40.7,0,25.920000000000005,1
NYVTX,16.03,35.06,40,53.73,0,-4.4300000000000015,0
SFVYX,11.09,48.72,76,29.17,0,-10.96,0
VSFCX,4.67,43.2,99,18.19,0,-10.31,0
ANOCX,-1.98,41.98,143,13.37,0,10.75,1
PGWCX,29.24,44.46,48,49.36,0,7.690000000000001,1
FLSCX,15.17,52.38,73,33.98,0,-2.0600000000000005,0
MGRIX,27.44,49.65,36,44.18,0,11.54,1
ARSZX,6.65,42.69,59,35.51,0,-4.160000000000001,0
FSKAX,22.68,44.56,3460,22.12,0,2.66,1
MCPRX,13.35,39.89,107,23.0,0,8.080000000000002,1
NDVRX,1.05,44.04,111,15.25,1,-5.73,0
ADKSX,-2.47,36.35,50,37.54,0,-11.91,0
NSNRX,-4.83,37.83,99,18.32,0,14.839999999999995,1
MCDVX,11.89,44.52,95,24.86,0,-7.330000000000001,0
JVARX,12.47,46.38,121,20.16,0,-7.6400000000000015,0
GCEUX,29.03,42.76,364,32.32,0,2.3000000000000007,1
AULNX,30.27,42.76,63,52.32,0,14.38,1
BFGUX,-0.26,43.66,26,77.71,0,34.28999999999999,1
GLCUX,33.75,43.94,117,45.77,0,5.290000000000001,1
LSSNX,2.11,33.12,100,17.11,0,8.059999999999999,1
MSDVX,11.89,44.52,95,24.86,0,-5.990000000000001,0
MRLSX,37.53,43.76,56,23.48,0,2.3199999999999985,1
PMDAX,10.67,38.85,72,25.95,0,-10.87,0
ADJEX,16.54,32.53,92,21.85,0,4.819999999999999,1
RPEAX,14.43,38.51,42,46.73,0,-5.7700000000000005,0
CAMSX,8.25,30.11,52,23.38,0,-3.1900000000000004,0
PQIRX,18.92,44.62,108,20.15,0,-8.600000000000001,0
JPPEX,11.0,42.5,208,10.72,0,2.5799999999999983,1
RGWGX,18.28,40.72,6,100.01,0,2.369999999999999,1
VVOAX,9.32,48.26,56,37.64,0,-10.29,0
JSSSX,1.17,33.73,33,36.66,0,10.3,1
JMVPX,9.81,44.33,111,15.45,0,-8.440000000000001,0
HGIIX,26.31,44.68,72,31.6,0,3.1899999999999977,1
DEEVX,4.55,35.43,41,39.08,0,20.75,1
LSVMX,24.17,49.05,94,28.86,0,-7.52,0
QDVCX,24.86,57.36,26,46.11,0,-9.58,0
FRCEX,30.39,49.61,36,50.1,0,-9.57,0
LGOAX,-3.65,52.52,48,38.73,0,8.77,1
FIUVX,18.22,47.78,40,31.03,0,-8.64,0
MDKSX,10.65,40.51,403,7.55,0,-2.59,0
TARKX,6.34,36.08,30,63.83,0,-2.1900000000000013,0
HRCMX,34.84,42.29,74,43.14,0,4.15,1
LADFX,-6.16,30.88,102,17.28,0,24.05,1
SCRLX,24.06,40.18,45,44.8,0,3.879999999999999,1
CLIQX,13.67,48.67,34,37.21,0,-4.04,0
CGFFX,16.32,41.62,392,35.89,0,7.050000000000002,1
IOVVX,11.07,48.9,36,46.22,0,-7.6,0
LSHAX,27.41,19.57,32,89.05,0,-3.200000000000001,0
FLUEX,10.07,48.73,127,20.85,0,-8.870000000000003,0
MGOSX,12.91,44.46,93,17.5,0,-2.8600000000000003,0
HDPSX,6.07,47.77,51,38.11,0,-5.580000000000001,0
GQETX,32.8,42.04,51,42.51,0,3.219999999999999,1
CUSCX,0.86,34.22,38,39.85,0,-5.69,0
MEIGX,20.67,46.53,78,29.38,0,-8.200000000000001,0
FSEIX,9.89,43.17,73,20.43,0,-7.870000000000001,0
FLKSX,16.66,38.05,773,28.9,0,-4.250000000000001,0
SNWCX,-1.79,43.75,48,38.11,0,-8.06,0
ODMCX,18.6,42.95,96,18.33,0,-6.82,0
PFFDX,0.26,42.66,101,15.43,0,-10.27,0
MMMSX,2.84,45.86,152,10.93,0,-7.9300000000000015,0
FLCLX,18.43,39.99,429,45.83,0,18.72,1
SPEGX,29.93,41.48,69,48.14,0,7.289999999999999,1
JSMTX,-12.36,30.3,31,44.27,0,17.94,1
MECIX,13.42,21.99,73,20.42,0,-10.49,0
MLVKX,18.04,46.21,308,17.78,0,-6.260000000000002,0
DTCAX,31.19,46.03,37,47.0,0,4.0299999999999985,1
GGGPX,23.2,44.33,181,26.89,0,3.469999999999999,1
TGCEX,27.65,39.77,31,53.96,0,10.229999999999997,1
SUVCX,6.3,42.58,197,17.7,0,-15.0,0
FSWCX,15.49,46.52,202,33.49,0,-8.06,0
CHVCX,18.51,49.67,44,31.64,0,-10.69,0
LCBGX,6.57,43.76,65,27.54,0,7.370000000000001,1
VIIIX,27.28,45.65,507,27.4,0,2.0600000000000005,1
PXSAX,3.77,44.25,61,32.06,0,-4.700000000000001,0
MYSGX,-8.95,35.28,169,14.73,0,13.739999999999998,1
LVAMX,24.17,49.05,94,28.86,0,-8.05,0
CCGRX,28.23,42.96,57,43.1,0,7.600000000000001,1
KNGLX,22.93,47.51,66,17.84,0,-4.410000000000001,0
DVZRX,7.59,37.93,112,19.85,0,-9.11,0
JUSRX,27.73,46.67,57,40.08,0,3.759999999999998,1
ALFKX,4.6,34.51,6,100.0,0,2.17,1
CVGCX,19.65,38.6,178,43.72,0,2.879999999999999,1
FCCGX,-2.52,34.54,227,13.79,0,6.509999999999998,1
PFPPX,4.03,35.93,61,25.57,0,11.3,1
GRINX,28.58,44.89,79,30.44,0,-4.1800000000000015,0
VECRX,25.44,50.38,36,39.08,0,-3.3800000000000012,0
GCASX,10.74,40.94,440,19.45,0,-6.580000000000001,0
JDSRX,10.13,34.52,85,21.54,1,-11.23,0
VFGAX,18.8,31.9,32,47.68,0,4.949999999999998,1
DCUSX,28.66,48.75,41,26.01,0,-10.15,0
SGFFX,-12.89,36.45,136,24.74,0,26.29,1
BIADX,31.93,45.23,45,38.6,0,-3.4600000000000013,0
BCSSX,7.4,20.36,42,46.44,1,10.82,1
CDEYX,15.06,45.17,71,26.29,0,-5.6400000000000015,0
GCGCX,26.32,38.04,41,49.21,0,6.599999999999998,1
FLCPX,27.51,45.61,507,26.76,0,2.049999999999999,1
SFVCX,11.09,48.72,76,29.17,0,-12.93,0
JRJUX,0.93,40.87,519,8.45,0,-4.280000000000001,0
TEQWX,22.94,44.54,2953,22.34,0,2.84,1
CSSYX,7.48,39.69,57,28.48,0,-6.210000000000001,0
CIPIX,10.37,40.85,62,25.73,1,6.940000000000001,1
